pontuacao	frequencia	media
-22	0.0002	3.007999999999996
-21	0.0	3.007999999999996
-20	0.0002	3.007999999999996
-19	0.0	3.007999999999996
-18	0.0	3.007999999999996
-17	0.0	3.007999999999996
-16	0.0004	3.007999999999996
-15	0.0004	3.007999999999996
-14	0.0006	3.007999999999996
-13	0.0014	3.007999999999996
-12	0.0014	3.007999999999996
-11	0.0036	3.007999999999996
-10	0.0066	3.007999999999996
-9	0.0056	3.007999999999996
-8	0.0082	3.007999999999996
-7	0.014	3.007999999999996
-6	0.0154	3.007999999999996
-5	0.0262	3.007999999999996
-4	0.0318	3.007999999999996
-3	0.0368	3.007999999999996
-2	0.0434	3.007999999999996
-1	0.0646	3.007999999999996
0	0.0888	3.007999999999996
1	0.089	3.007999999999996
2	0.0678	3.007999999999996
3	0.0602	3.007999999999996
4	0.0542	3.007999999999996
5	0.0436	3.007999999999996
6	0.0456	3.007999999999996
7	0.0444	3.007999999999996
8	0.0416	3.007999999999996
9	0.0366	3.007999999999996
10	0.0276	3.007999999999996
11	0.0228	3.007999999999996
12	0.023	3.007999999999996
13	0.0174	3.007999999999996
14	0.0152	3.007999999999996
15	0.0122	3.007999999999996
16	0.01	3.007999999999996
17	0.0086	3.007999999999996
18	0.0076	3.007999999999996
19	0.0054	3.007999999999996
20	0.0036	3.007999999999996
21	0.0032	3.007999999999996
22	0.0024	3.007999999999996
23	0.002	3.007999999999996
24	0.0018	3.007999999999996
25	0.0012	3.007999999999996
26	0.0004	3.007999999999996
27	0.0006	3.007999999999996
28	0.0006	3.007999999999996
29	0.0008	3.007999999999996
30	0.0004	3.007999999999996
31	0.0004	3.007999999999996
32	0.0	3.007999999999996
33	0.0	3.007999999999996
