pontuacao	frequencia	media
-12	0.0002	-1.2215200000000253
-11	0.0004	-1.2215200000000253
-10	0.0012	-1.2215200000000253
-9	0.0028	-1.2215200000000253
-8	0.0056	-1.2215200000000253
-7	0.0092	-1.2215200000000253
-6	0.0164	-1.2215200000000253
-5	0.0356	-1.2215200000000253
-4	0.0594	-1.2215200000000253
-3	0.0778	-1.2215200000000253
-2	0.1174	-1.2215200000000253
-1	0.181	-1.2215200000000253
0	0.193	-1.2215200000000253
1	0.149	-1.2215200000000253
2	0.087	-1.2215200000000253
3	0.0376	-1.2215200000000253
4	0.0182	-1.2215200000000253
5	0.0052	-1.2215200000000253
6	0.0024	-1.2215200000000253
