pontuacao	frequencia	media
-3	0.0006	3.4533200000000748
-2	0.0056	3.4533200000000748
-1	0.0414	3.4533200000000748
0	0.1554	3.4533200000000748
1	0.2316	3.4533200000000748
2	0.179	3.4533200000000748
3	0.0738	3.4533200000000748
4	0.0258	3.4533200000000748
5	0.0058	3.4533200000000748
6	0.0022	3.4533200000000748
7	0.0148	3.4533200000000748
8	0.0516	3.4533200000000748
9	0.0712	3.4533200000000748
10	0.059	3.4533200000000748
11	0.0244	3.4533200000000748
12	0.0092	3.4533200000000748
13	0.0022	3.4533200000000748
14	0.0012	3.4533200000000748
15	0.002	3.4533200000000748
16	0.008	3.4533200000000748
17	0.0132	3.4533200000000748
18	0.0112	3.4533200000000748
19	0.0046	3.4533200000000748
20	0.0016	3.4533200000000748
21	0.0004	3.4533200000000748
22	0.0	3.4533200000000748
23	0.0004	3.4533200000000748
24	0.0012	3.4533200000000748
25	0.0012	3.4533200000000748
26	0.0006	3.4533200000000748
27	0.0002	3.4533200000000748
28	0.0	3.4533200000000748
29	0.0	3.4533200000000748
30	0.0	3.4533200000000748
31	0.0	3.4533200000000748
