pontuacao	frequencia	media
-2	0.0048	2.2865400000000067
-1	0.0584	2.2865400000000067
0	0.2136	2.2865400000000067
1	0.2204	2.2865400000000067
2	0.1158	2.2865400000000067
3	0.0688	2.2865400000000067
4	0.0434	2.2865400000000067
5	0.0794	2.2865400000000067
6	0.0742	2.2865400000000067
7	0.0452	2.2865400000000067
8	0.0198	2.2865400000000067
9	0.0118	2.2865400000000067
10	0.0118	2.2865400000000067
11	0.0146	2.2865400000000067
12	0.0062	2.2865400000000067
13	0.0034	2.2865400000000067
14	0.0032	2.2865400000000067
15	0.0026	2.2865400000000067
16	0.0008	2.2865400000000067
17	0.001	2.2865400000000067
18	0.0004	2.2865400000000067
19	0.0002	2.2865400000000067
