pontuacao	frequencia	media
-7	0.0002	3.5307999999999846
-6	0.0	3.5307999999999846
-5	0.0014	3.5307999999999846
-4	0.0024	3.5307999999999846
-3	0.0094	3.5307999999999846
-2	0.017	3.5307999999999846
-1	0.0434	3.5307999999999846
0	0.062	3.5307999999999846
1	0.092	3.5307999999999846
2	0.1064	3.5307999999999846
3	0.1308	3.5307999999999846
4	0.1224	3.5307999999999846
5	0.1092	3.5307999999999846
6	0.0928	3.5307999999999846
7	0.0688	3.5307999999999846
8	0.0558	3.5307999999999846
9	0.0368	3.5307999999999846
10	0.0204	3.5307999999999846
11	0.0118	3.5307999999999846
12	0.01	3.5307999999999846
13	0.0034	3.5307999999999846
14	0.0022	3.5307999999999846
15	0.0004	3.5307999999999846
16	0.0006	3.5307999999999846
