pontuacao	frequencia	media
-12	0.0004	2.9806599999999888
-11	0.0002	2.9806599999999888
-10	0.0026	2.9806599999999888
-9	0.0016	2.9806599999999888
-8	0.0044	2.9806599999999888
-7	0.0044	2.9806599999999888
-6	0.0114	2.9806599999999888
-5	0.013	2.9806599999999888
-4	0.0224	2.9806599999999888
-3	0.0364	2.9806599999999888
-2	0.0562	2.9806599999999888
-1	0.0754	2.9806599999999888
0	0.0896	2.9806599999999888
1	0.0908	2.9806599999999888
2	0.0788	2.9806599999999888
3	0.073	2.9806599999999888
4	0.0712	2.9806599999999888
5	0.066	2.9806599999999888
6	0.0524	2.9806599999999888
7	0.0486	2.9806599999999888
8	0.0384	2.9806599999999888
9	0.0284	2.9806599999999888
10	0.0278	2.9806599999999888
11	0.0266	2.9806599999999888
12	0.0218	2.9806599999999888
13	0.012	2.9806599999999888
14	0.012	2.9806599999999888
15	0.0092	2.9806599999999888
16	0.007	2.9806599999999888
17	0.0038	2.9806599999999888
18	0.0046	2.9806599999999888
19	0.0034	2.9806599999999888
20	0.0008	2.9806599999999888
21	0.0014	2.9806599999999888
22	0.0006	2.9806599999999888
23	0.0008	2.9806599999999888
24	0.0006	2.9806599999999888
25	0.0002	2.9806599999999888
26	0.0	2.9806599999999888
27	0.0008	2.9806599999999888
28	0.0008	2.9806599999999888
