pontuacao	frequencia	media
-14	0.0004	2.588959999999996
-13	0.0002	2.588959999999996
-12	0.0004	2.588959999999996
-11	0.0002	2.588959999999996
-10	0.0008	2.588959999999996
-9	0.0014	2.588959999999996
-8	0.0032	2.588959999999996
-7	0.0056	2.588959999999996
-6	0.0072	2.588959999999996
-5	0.0108	2.588959999999996
-4	0.0182	2.588959999999996
-3	0.029	2.588959999999996
-2	0.0464	2.588959999999996
-1	0.0752	2.588959999999996
0	0.0944	2.588959999999996
1	0.1018	2.588959999999996
2	0.0982	2.588959999999996
3	0.097	2.588959999999996
4	0.0728	2.588959999999996
5	0.073	2.588959999999996
6	0.0592	2.588959999999996
7	0.0498	2.588959999999996
8	0.0396	2.588959999999996
9	0.0348	2.588959999999996
10	0.023	2.588959999999996
11	0.018	2.588959999999996
12	0.0126	2.588959999999996
13	0.006	2.588959999999996
14	0.0084	2.588959999999996
15	0.0036	2.588959999999996
16	0.003	2.588959999999996
17	0.0016	2.588959999999996
18	0.001	2.588959999999996
19	0.0008	2.588959999999996
20	0.0012	2.588959999999996
21	0.0006	2.588959999999996
22	0.0002	2.588959999999996
23	0.0	2.588959999999996
24	0.0	2.588959999999996
25	0.0	2.588959999999996
26	0.0002	2.588959999999996
27	0.0	2.588959999999996
